5,0.44,1945
5,0.45,2150
5,0.46,2326
5,0.47,2483
5,0.48,2810
5,0.49,3075
5,0.5,3206
5,0.51,3572
5,0.52,3745
5,0.53,4148
5,0.54,4420
5,0.55,4725
5,0.56,5221
5,0.57,5501
5,0.58,5998
5,0.59,6363
5,0.6,6727
5,0.61,7173
5,0.62,7628
5,0.63,8064
5,0.64,8540
5,0.65,9197
5,0.66,9698
5,0.67,10254
5,0.68,11052
5,0.69,11537
5,0.7,12340
5,0.71,13095
5,0.72,13885
5,0.73,14564
5,0.74,15435
5,0.75,16132
5,0.76,16976
5,0.77,18005
5,0.78,18923
5,0.79,20156
5,0.8,20999
5,0.81,22260
5,0.82,22981
5,0.83,24354
5,0.84,25612
5,0.85,27059
5,0.86,27773
5,0.87,29169
5,0.88,30724
5,0.89,31858
5,0.9,33792
5,0.91,35041
5,0.92,36476
5,0.93,38161
5,0.94,39992
5,0.95,41643
5,0.96,43346
5,0.97,44934
5,0.98,47275
5,0.99,49031
6,0,0
6,0.01,0
6,0.02,0
6,0.03,0
6,0.04,0
6,0.05,0
6,0.06,0
6,0.07,0
6,0.08,0
6,0.09,0
6,0.1,2
6,0.11,1
6,0.12,5
6,0.13,5
6,0.14,5
6,0.15,2
6,0.16,7
6,0.17,7
6,0.18,9
6,0.19,10
6,0.2,27
6,0.21,34
6,0.22,23
6,0.23,53
6,0.24,57
6,0.25,65
6,0.26,75
6,0.27,88
6,0.28,108
6,0.29,130
6,0.3,147
6,0.31,185
6,0.32,225
6,0.33,249
6,0.34,298
6,0.35,339
6,0.36,362
6,0.37,453
6,0.38,464
6,0.39,578
6,0.4,674
6,0.41,774
6,0.42,843
6,0.43,882
6,0.44,1037
6,0.45,1149
6,0.46,1221
6,0.47,1539
6,0.48,1610
6,0.49,1764
6,0.5,1900
6,0.51,2111
6,0.52,2333
6,0.53,2562
6,0.54,2927
6,0.55,3069
6,0.56,3457
6,0.57,3794
6,0.58,4122
6,0.59,4244
6,0.6,4992
6,0.61,5273
6,0.62,5629
6,0.63,6209
6,0.64,6742
6,0.65,7077
6,0.66,7818
6,0.67,8443
6,0.68,9238
6,0.69,9681
6,0.7,10336
6,0.71,11119
6,0.72,11819
6,0.73,13029
6,0.74,13842
6,0.75,14635
6,0.76,15824
6,0.77,16733
6,0.78,18014
6,0.79,18982
6,0.8,20374
6,0.81,21353
6,0.82,23016
6,0.83,24679
6,0.84,25925
6,0.85,27346
6,0.86,28778
6,0.87,30924
6,0.88,33161
6,0.89,34431
6,0.9,36296
6,0.91,38667
6,0.92,40462
6,0.93,42619
6,0.94,44714
6,0.95,47801
6,0.96,50346
6,0.97,53038
6,0.98,55669
6,0.99,58941
7,0,0
7,0.01,0
7,0.02,0
7,0.03,0
7,0.04,0
7,0.05,0
7,0.06,0
7,0.07,0
7,0.08,0
7,0.09,0
7,0.1,0
7,0.11,1
7,0.12,0
7,0.13,1
7,0.14,1
7,0.15,1
7,0.16,0
7,0.17,0
7,0.18,2
7,0.19,5
7,0.2,4
7,0.21,5
7,0.22,10
7,0.23,13
7,0.24,11
7,0.25,12
7,0.26,28
7,0.27,25
7,0.28,32
7,0.29,40
7,0.3,47
7,0.31,74
7,0.32,102
7,0.33,94
7,0.34,107
7,0.35,145
7,0.36,154
7,0.37,174
7,0.38,196
7,0.39,288
7,0.4,286
7,0.41,361
7,0.42,450
7,0.43,472
7,0.44,518
7,0.45,594
7,0.46,719
7,0.47,811
7,0.48,985
7,0.49,985
7,0.5,1126
7,0.51,1326
7,0.52,1465
7,0.53,1612
7,0.54,1828
7,0.55,2089
7,0.56,2329
7,0.57,2596
7,0.58,2817
7,0.59,3126
7,0.6,3385
7,0.61,3757
7,0.62,4177
7,0.63,4571
7,0.64,5132
7,0.65,5452
7,0.66,6267
7,0.67,6746
7,0.68,7311
7,0.69,7903
7,0.7,8721
7,0.71,9416
7,0.72,10120
7,0.73,11254
7,0.74,11822
7,0.75,13214
7,0.76,13921
7,0.77,15073
7,0.78,16507
7,0.79,17677
7,0.8,18874
7,0.81,20179
7,0.82,22023
7,0.83,23688
7,0.84,25618
7,0.85,27539
7,0.86,29212
7,0.87,31237
7,0.88,33522
7,0.89,35892
7,0.9,38544
7,0.91,40738
7,0.92,44018
7,0.93,46473
7,0.94,50369
7,0.95,53173
7,0.96,56283
7,0.97,60249
7,0.98,63758
7,0.99,68118
8,0,0
8,0.01,0
8,0.02,0
8,0.03,0
8,0.04,0
8,0.05,0
8,0.06,0
8,0.07,0
8,0.08,0
8,0.09,0
8,0.1,0
8,0.11,0
8,0.12,0
8,0.13,0
8,0.14,0
8,0.15,0
8,0.16,1
8,0.17,2
8,0.18,0
8,0.19,2
8,0.2,1
8,0.21,2
8,0.22,2
8,0.23,3
8,0.24,8
8,0.25,2
8,0.26,11
8,0.27,9
8,0.28,13
8,0.29,17
8,0.3,21
8,0.31,25
8,0.32,31
8,0.33,39
8,0.34,39
8,0.35,54
8,0.36,59
8,0.37,90
8,0.38,106
8,0.39,123
8,0.4,133
8,0.41,173
8,0.42,210
8,0.43,237
8,0.44,262
8,0.45,334
8,0.46,366
8,0.47,417
8,0.48,485
8,0.49,570
8,0.5,668
8,0.51,780
8,0.52,887
8,0.53,1010
8,0.54,1133
8,0.55,1226
8,0.56,1441
8,0.57,1651
8,0.58,1925
8,0.59,2149
8,0.6,2397
8,0.61,2627
8,0.62,2946
8,0.63,3371
8,0.64,3804
8,0.65,4094
8,0.66,4666
8,0.67,5038
8,0.68,5626
8,0.69,6289
8,0.7,6912
8,0.71,7672
8,0.72,8394
8,0.73,9287
8,0.74,10135
8,0.75,11300
8,0.76,12112
8,0.77,13472
8,0.78,14804
8,0.79,16216
8,0.8,17544
8,0.81,19195
8,0.82,20989
8,0.83,22538
8,0.84,24430
8,0.85,26557
8,0.86,28925
8,0.87,31212
8,0.88,34252
8,0.89,36873
8,0.9,39983
8,0.91,42876
8,0.92,46650
8,0.93,50252
8,0.94,53698
8,0.95,58026
8,0.96,62379
8,0.97,66923
8,0.98,71756
8,0.99,77063
9,0,0
9,0.01,0
9,0.02,0
9,0.03,0
9,0.04,0
9,0.05,0
9,0.06,0
9,0.07,0
9,0.08,0
9,0.09,0
9,0.1,0
9,0.11,0
9,0.12,0
9,0.13,0
9,0.14,0
9,0.15,0
9,0.16,0
9,0.17,0
9,0.18,0
9,0.19,0
9,0.2,0
9,0.21,1
9,0.22,0
9,0.23,0
9,0.24,3
9,0.25,2
9,0.26,6
9,0.27,4
9,0.28,1
9,0.29,6
9,0.3,8
9,0.31,5
9,0.32,12
9,0.33,14
9,0.34,12
9,0.35,23
9,0.36,23
9,0.37,36
9,0.38,49
9,0.39,47
9,0.4,62
9,0.41,73
9,0.42,96
9,0.43,119
9,0.44,153
9,0.45,162
9,0.46,212
9,0.47,231
9,0.48,274
9,0.49,323
9,0.5,357
9,0.51,452
9,0.52,538
9,0.53,604
9,0.54,704
9,0.55,834
9,0.56,873
9,0.57,1109
9,0.58,1201
9,0.59,1399
9,0.6,1684
9,0.61,1872
9,0.62,2137
9,0.63,2339
9,0.64,2682
9,0.65,3009
9,0.66,3431
9,0.67,3776
9,0.68,4421
9,0.69,4991
9,0.7,5308
9,0.71,6093
9,0.72,6889
9,0.73,7720
9,0.74,8573
9,0.75,9511
9,0.76,10565
9,0.77,11841
9,0.78,12946
9,0.79,14412
9,0.8,15767
9,0.81,17640
9,0.82,19310
9,0.83,21290
9,0.84,23176
9,0.85,25988
9,0.86,28030
9,0.87,31016
9,0.88,34006
9,0.89,36869
9,0.9,40673
9,0.91,43892
9,0.92,48404
9,0.93,52217
9,0.94,57521
9,0.95,62277
9,0.96,67301
9,0.97,73724
9,0.98,79917
9,0.99,86751
10,0,3
10,0.01,0
10,0.02,0
10,0.03,0
10,0.04,0
10,0.05,0
10,0.06,0
10,0.07,0
10,0.08,0
10,0.09,0
10,0.1,0
10,0.11,0
10,0.12,0
10,0.13,0
10,0.14,0
10,0.15,0
10,0.16,0
10,0.17,0
10,0.18,0
10,0.19,0
10,0.2,0
10,0.21,1
10,0.22,0
10,0.23,0
10,0.24,0
10,0.25,0
10,0.26,0
10,0.27,1
10,0.28,2
10,0.29,2
10,0.3,1
10,0.31,4
10,0.32,6
10,0.33,6
10,0.34,5
10,0.35,9
10,0.36,11
10,0.37,18
10,0.38,19
10,0.39,29
10,0.4,33
10,0.41,42
10,0.42,39
10,0.43,64
10,0.44,74
10,0.45,79
10,0.46,107
10,0.47,120
10,0.48,144
10,0.49,180
10,0.5,215
10,0.51,212
10,0.52,291
10,0.53,353
10,0.54,428
10,0.55,482
10,0.56,581
10,0.57,706
10,0.58,779
10,0.59,900
10,0.6,1111
10,0.61,1249
10,0.62,1413
10,0.63,1675
10,0.64,1995
10,0.65,2282
10,0.66,2558
10,0.67,2835
10,0.68,3279
10,0.69,3718
10,0.7,4313
10,0.71,5059
10,0.72,5546
10,0.73,6392
10,0.74,7298
10,0.75,8116
10,0.76,8940
10,0.77,9917
10,0.78,11072
10,0.79,12474
10,0.8,13995
10,0.81,15769
10,0.82,17579
10,0.83,19699
10,0.84,22205
10,0.85,24476
10,0.86,27376
10,0.87,30303
10,0.88,33471
10,0.89,37039
10,0.9,40536
10,0.91,44640
10,0.92,49675
10,0.93,54623
10,0.94,60267
10,0.95,66120
10,0.96,72692
10,0.97,79748
10,0.98,87232
10,0.99,95369
11,0,1
11,0.01,0
11,0.02,0
11,0.03,0
11,0.04,0
11,0.05,0
11,0.06,0
11,0.07,0
11,0.08,0
11,0.09,0
11,0.1,0
11,0.11,0
11,0.12,0
11,0.13,0
11,0.14,0
11,0.15,0
11,0.16,0
11,0.17,0
11,0.18,0
11,0.19,0
11,0.2,0
11,0.21,0
11,0.22,0
11,0.23,0
11,0.24,0
11,0.25,1
11,0.26,1
11,0.27,0
11,0.28,1
11,0.29,2
11,0.3,1
11,0.31,1
11,0.32,0
11,0.33,1
11,0.34,2
11,0.35,3
11,0.36,9
11,0.37,3
11,0.38,5
11,0.39,10
11,0.4,12
11,0.41,21
11,0.42,17
11,0.43,28
11,0.44,38
11,0.45,39
11,0.46,60
11,0.47,69
11,0.48,81
11,0.49,94
11,0.5,135
11,0.51,131
11,0.52,181
11,0.53,203
11,0.54,256
11,0.55,292
11,0.56,370
11,0.57,422
11,0.58,502
11,0.59,664
11,0.6,722
11,0.61,848
11,0.62,969
11,0.63,1179
11,0.64,1422
11,0.65,1535
11,0.66,1940
11,0.67,2158
11,0.68,2547
11,0.69,2969
11,0.7,3305
11,0.71,3846
11,0.72,4370
11,0.73,5049
11,0.74,5832
11,0.75,6491
11,0.76,7581
11,0.77,8648
11,0.78,9907
11,0.79,11219
11,0.8,12665
11,0.81,14194
11,0.82,16123
11,0.83,18022
11,0.84,20382
11,0.85,22893
11,0.86,25768
11,0.87,28982
11,0.88,32257
11,0.89,36404
11,0.9,40263
11,0.91,45466
11,0.92,50455
11,0.93,56277
11,0.94,62320
11,0.95,69912
11,0.96,76870
11,0.97,85325
11,0.98,94128
11,0.99,105101
12,0,1
12,0.01,0
12,0.02,0
12,0.03,0
12,0.04,0
12,0.05,0
12,0.06,0
12,0.07,0
12,0.08,0
12,0.09,0
12,0.1,0
12,0.11,0
12,0.12,0
12,0.13,0
12,0.14,0
12,0.15,0
12,0.16,0
12,0.17,0
12,0.18,0
12,0.19,0
12,0.2,0
12,0.21,0
12,0.22,0
12,0.23,0
12,0.24,0
12,0.25,0
12,0.26,0
12,0.27,0
12,0.28,0
12,0.29,0
12,0.3,0
12,0.31,0
12,0.32,0
12,0.33,1
12,0.34,1
12,0.35,1
12,0.36,1
12,0.37,5
12,0.38,4
12,0.39,6
12,0.4,8
12,0.41,5
12,0.42,14
12,0.43,13
12,0.44,14
12,0.45,20
12,0.46,28
12,0.47,34
12,0.48,43
12,0.49,54
12,0.5,76
12,0.51,93
12,0.52,101
12,0.53,145
12,0.54,132
12,0.55,184
12,0.56,208
12,0.57,274
12,0.58,336
12,0.59,362
12,0.6,489
12,0.61,616
12,0.62,680
12,0.63,822
12,0.64,945
12,0.65,1107
12,0.66,1294
12,0.67,1573
12,0.68,1842
12,0.69,2154
12,0.7,2571
12,0.71,2942
12,0.72,3447
12,0.73,4063
12,0.74,4798
12,0.75,5436
12,0.76,6452
12,0.77,7218
12,0.78,8223
12,0.79,9491
12,0.8,11116
12,0.81,12714
12,0.82,14474
12,0.83,16313
12,0.84,18803
12,0.85,21662
12,0.86,24621
12,0.87,27475
12,0.88,31583
12,0.89,35196
12,0.9,40101
12,0.91,44714
12,0.92,51336
12,0.93,57567
12,0.94,64413
12,0.95,72780
12,0.96,80540
12,0.97,90964
12,0.98,101825
12,0.99,113476
13,0,1
13,0.01,0
13,0.02,0
13,0.03,0
13,0.04,0
13,0.05,0
13,0.06,0
13,0.07,0
13,0.08,0
13,0.09,0
13,0.1,0
13,0.11,0
13,0.12,0
13,0.13,0
13,0.14,0
13,0.15,0
13,0.16,0
13,0.17,0
13,0.18,0
13,0.19,0
13,0.2,0
13,0.21,0
13,0.22,0
13,0.23,0
13,0.24,0
13,0.25,0
13,0.26,0
13,0.27,0
13,0.28,0
13,0.29,0
13,0.3,0
13,0.31,0
13,0.32,0
13,0.33,1
13,0.34,0
13,0.35,1
13,0.36,0
13,0.37,0
13,0.38,0
13,0.39,0
13,0.4,2
13,0.41,4
13,0.42,6
13,0.43,4
13,0.44,10
13,0.45,4
13,0.46,12
13,0.47,22
13,0.48,26
13,0.49,30
13,0.5,34
13,0.51,40
13,0.52,59
13,0.53,86
13,0.54,87
13,0.55,104
13,0.56,158
13,0.57,155
13,0.58,228
13,0.59,265
13,0.6,293
13,0.61,371
13,0.62,455
13,0.63,556
13,0.64,669
13,0.65,821
13,0.66,1006
13,0.67,1109
13,0.68,1444
13,0.69,1647
13,0.7,1972
13,0.71,2382
13,0.72,2685
13,0.73,3124
13,0.74,3880
13,0.75,4468
13,0.76,5149
13,0.77,6128
13,0.78,7091
13,0.79,8330
13,0.8,9517
13,0.81,11080
13,0.82,12787
13,0.83,14844
13,0.84,17299
13,0.85,19852
13,0.86,22616
13,0.87,26108
13,0.88,30034
13,0.89,34486
13,0.9,39326
13,0.91,44827
13,0.92,50994
13,0.93,58095
13,0.94,65688
13,0.95,74948
13,0.96,85086
13,0.97,96168
13,0.98,109098
13,0.99,122228
14,0,1
14,0.01,0
14,0.02,0
14,0.03,0
14,0.04,0
14,0.05,0
14,0.06,0
14,0.07,0
14,0.08,0
14,0.09,0
14,0.1,0
14,0.11,0
14,0.12,0
14,0.13,0
14,0.14,0
14,0.15,0
14,0.16,0
14,0.17,0
14,0.18,0
14,0.19,0
14,0.2,0
14,0.21,0
14,0.22,0
14,0.23,0
14,0.24,0
14,0.25,0
14,0.26,0
14,0.27,0
14,0.28,0
14,0.29,0
14,0.3,1
14,0.31,0
14,0.32,0
14,0.33,0
14,0.34,0
14,0.35,1
14,0.36,0
14,0.37,0
14,0.38,1
14,0.39,1
14,0.4,3
14,0.41,1
14,0.42,0
14,0.43,2
14,0.44,3
14,0.45,6
14,0.46,5
14,0.47,3
14,0.48,14
14,0.49,14
14,0.5,24
14,0.51,28
14,0.52,32
14,0.53,40
14,0.54,40
14,0.55,67
14,0.56,82
14,0.57,108
14,0.58,135
14,0.59,160
14,0.6,214
14,0.61,292
14,0.62,296
14,0.63,385
14,0.64,502
14,0.65,531
14,0.66,695
14,0.67,841
14,0.68,1020
14,0.69,1324
14,0.7,1527
14,0.71,1813
14,0.72,2177
14,0.73,2568
14,0.74,3074
14,0.75,3566
14,0.76,4313
14,0.77,5116
14,0.78,5937
14,0.79,7110
14,0.8,8422
14,0.81,9719
14,0.82,11320
14,0.83,13505
14,0.84,15726
14,0.85,18481
14,0.86,21296
14,0.87,24848
14,0.88,28724
14,0.89,33321
14,0.9,37912
14,0.91,44141
14,0.92,51151
14,0.93,58625
14,0.94,67400
14,0.95,77038
14,0.96,87847
14,0.97,100744
14,0.98,114430
14,0.99,131277
15,0,1
15,0.01,0
15,0.02,0
15,0.03,0
15,0.04,0
15,0.05,0
15,0.06,0
15,0.07,0
15,0.08,0
15,0.09,0
15,0.1,0
15,0.11,0
15,0.12,0
15,0.13,0
15,0.14,0
15,0.15,0
15,0.16,0
15,0.17,0
15,0.18,0
15,0.19,0
15,0.2,0
15,0.21,0
15,0.22,0
15,0.23,0
15,0.24,0
15,0.25,0
15,0.26,0
15,0.27,0
15,0.28,0
15,0.29,0
15,0.3,0
15,0.31,0
15,0.32,0
15,0.33,0
15,0.34,0
15,0.35,0
15,0.36,0
15,0.37,0
15,0.38,0
15,0.39,1
15,0.4,1
15,0.41,1
15,0.42,0
15,0.43,4
15,0.44,2
15,0.45,3
15,0.46,3
15,0.47,4
15,0.48,13
15,0.49,7
15,0.5,14
15,0.51,18
15,0.52,18
15,0.53,29
15,0.54,34
15,0.55,40
15,0.56,46
15,0.57,52
15,0.58,95
15,0.59,96
15,0.6,143
15,0.61,154
15,0.62,198
15,0.63,260
15,0.64,350
15,0.65,423
15,0.66,499
15,0.67,601
15,0.68,687
15,0.69,933
15,0.7,1175
15,0.71,1338
15,0.72,1606
15,0.73,2057
15,0.74,2397
15,0.75,2948
15,0.76,3570
15,0.77,4356
15,0.78,5121
15,0.79,6085
15,0.8,7173
15,0.81,8465
15,0.82,10289
15,0.83,12060
15,0.84,14113
15,0.85,16799
15,0.86,19568
15,0.87,23055
15,0.88,27068
15,0.89,31920
15,0.9,37337
15,0.91,43444
15,0.92,50592
15,0.93,58549
15,0.94,68151
15,0.95,79052
15,0.96,90738
15,0.97,105285
15,0.98,120737
15,0.99,140223
16,0,0
16,0.01,0
16,0.02,0
16,0.03,0
16,0.04,0
16,0.05,0
16,0.06,0
16,0.07,0
16,0.08,0
16,0.09,0
16,0.1,0
16,0.11,0
16,0.12,0
16,0.13,0
16,0.14,0
16,0.15,0
16,0.16,0
16,0.17,0
16,0.18,0
16,0.19,0
16,0.2,0
16,0.21,0
16,0.22,0
16,0.23,0
16,0.24,0
16,0.25,0
16,0.26,0
16,0.27,0
16,0.28,0
16,0.29,0
16,0.3,0
16,0.31,0
16,0.32,0
16,0.33,0
16,0.34,0
16,0.35,0
16,0.36,0
16,0.37,0
16,0.38,0
16,0.39,0
16,0.4,0
16,0.41,1
16,0.42,0
16,0.43,0
16,0.44,0
16,0.45,0
16,0.46,0
16,0.47,1
16,0.48,6
16,0.49,5
16,0.5,3
16,0.51,6
16,0.52,11
16,0.53,11
16,0.54,23
16,0.55,18
16,0.56,21
16,0.57,36
16,0.58,56
16,0.59,69
16,0.6,90
16,0.61,118
16,0.62,140
16,0.63,198
16,0.64,224
16,0.65,267
16,0.66,313
16,0.67,458
16,0.68,548
16,0.69,676
16,0.7,848
16,0.71,1064
16,0.72,1334
16,0.73,1592
16,0.74,1931
16,0.75,2460
16,0.76,2785
16,0.77,3512
16,0.78,4251
16,0.79,5065
16,0.8,6083
16,0.81,7422
16,0.82,9030
16,0.83,10743
16,0.84,12752
16,0.85,15419
16,0.86,18278
16,0.87,21489
16,0.88,25523
16,0.89,29970
16,0.9,35878
16,0.91,42429
16,0.92,50141
16,0.93,58680
16,0.94,68075
16,0.95,80661
16,0.96,93761
16,0.97,109390
16,0.98,127825
16,0.99,148310
